"id","BP","FLCΣ","item","response","res"
15,0.54,0.43,"item1",1,0
15,0.54,0.43,"item2",1,0
15,0.54,0.43,"item3",1,0
15,0.54,0.43,"item4",4,1
15,0.54,0.43,"item5",4,1
15,0.54,0.43,"item6",4,1
15,0.54,0.43,"item7",4,1
15,0.54,0.43,"item8",2,0
15,0.54,0.43,"item9",3,0
15,0.54,0.43,"item10",2,0
15,0.54,0.43,"item11",3,0
15,0.54,0.43,"item12",4,1
15,0.54,0.43,"item13",4,1
15,0.54,0.43,"item14",4,1
15,0.54,0.43,"item15",3,0
15,0.54,0.43,"item16",4,1
15,0.54,0.43,"item17",2,0
15,0.54,0.43,"item18",3,0
16,0.68,0.16,"item1",4,1
16,0.68,0.16,"item2",4,1
16,0.68,0.16,"item3",4,1
16,0.68,0.16,"item4",3,0
16,0.68,0.16,"item5",2,0
16,0.68,0.16,"item6",2,0
16,0.68,0.16,"item7",2,0
16,0.68,0.16,"item8",2,0
16,0.68,0.16,"item9",2,0
16,0.68,0.16,"item10",3,0
16,0.68,0.16,"item11",2,0
16,0.68,0.16,"item12",3,0
16,0.68,0.16,"item13",1,0
16,0.68,0.16,"item14",1,0
16,0.68,0.16,"item15",2,0
16,0.68,0.16,"item16",1,0
16,0.68,0.16,"item17",2,0
16,0.68,0.16,"item18",1,0
20,0.87,1.7,"item1",2,0
20,0.87,1.7,"item2",2,0
20,0.87,1.7,"item3",2,0
20,0.87,1.7,"item4",1,0
20,0.87,1.7,"item5",1,0
20,0.87,1.7,"item6",1,0
20,0.87,1.7,"item7",2,0
20,0.87,1.7,"item8",2,0
20,0.87,1.7,"item9",2,0
20,0.87,1.7,"item10",2,0
20,0.87,1.7,"item11",2,0
20,0.87,1.7,"item12",1,0
20,0.87,1.7,"item13",1,0
20,0.87,1.7,"item14",1,0
20,0.87,1.7,"item15",1,0
20,0.87,1.7,"item16",1,0
20,0.87,1.7,"item17",1,0
20,0.87,1.7,"item18",1,0
22,0.52,1.75,"item1",3,0
22,0.52,1.75,"item2",3,0
22,0.52,1.75,"item3",3,0
22,0.52,1.75,"item4",2,0
22,0.52,1.75,"item5",2,0
22,0.52,1.75,"item6",2,0
22,0.52,1.75,"item7",1,0
22,0.52,1.75,"item8",1,0
22,0.52,1.75,"item9",1,0
22,0.52,1.75,"item10",2,0
22,0.52,1.75,"item11",2,0
22,0.52,1.75,"item12",1,0
22,0.52,1.75,"item13",2,0
22,0.52,1.75,"item14",1,0
22,0.52,1.75,"item15",1,0
22,0.52,1.75,"item16",1,0
22,0.52,1.75,"item17",1,0
22,0.52,1.75,"item18",1,0
23,0.75,1.56,"item1",2,0
23,0.75,1.56,"item2",2,0
23,0.75,1.56,"item3",2,0
23,0.75,1.56,"item4",2,0
23,0.75,1.56,"item5",1,0
23,0.75,1.56,"item6",1,0
23,0.75,1.56,"item7",1,0
23,0.75,1.56,"item8",1,0
23,0.75,1.56,"item9",2,0
23,0.75,1.56,"item10",1,0
23,0.75,1.56,"item11",1,0
23,0.75,1.56,"item12",1,0
23,0.75,1.56,"item13",1,0
23,0.75,1.56,"item14",2,0
23,0.75,1.56,"item15",1,0
23,0.75,1.56,"item16",1,0
23,0.75,1.56,"item17",1,0
23,0.75,1.56,"item18",1,0
24,0.41,2.6,"item1",3,0
24,0.41,2.6,"item2",2,0
24,0.41,2.6,"item3",2,0
24,0.41,2.6,"item4",1,0
24,0.41,2.6,"item5",1,0
24,0.41,2.6,"item6",1,0
24,0.41,2.6,"item7",1,0
24,0.41,2.6,"item8",1,0
24,0.41,2.6,"item9",1,0
24,0.41,2.6,"item10",1,0
24,0.41,2.6,"item11",1,0
24,0.41,2.6,"item12",1,0
24,0.41,2.6,"item13",1,0
24,0.41,2.6,"item14",1,0
24,0.41,2.6,"item15",1,0
24,0.41,2.6,"item16",1,0
24,0.41,2.6,"item17",1,0
24,0.41,2.6,"item18",1,0
26,0.51,0.94,"item1",2,0
26,0.51,0.94,"item2",2,0
26,0.51,0.94,"item3",2,0
26,0.51,0.94,"item4",3,0
26,0.51,0.94,"item5",2,0
26,0.51,0.94,"item6",2,0
26,0.51,0.94,"item7",3,0
26,0.51,0.94,"item8",2,0
26,0.51,0.94,"item9",3,0
26,0.51,0.94,"item10",1,0
26,0.51,0.94,"item11",1,0
26,0.51,0.94,"item12",1,0
26,0.51,0.94,"item13",2,0
26,0.51,0.94,"item14",2,0
26,0.51,0.94,"item15",1,0
26,0.51,0.94,"item16",2,0
26,0.51,0.94,"item17",1,0
26,0.51,0.94,"item18",1,0
28,0.75,0.63,"item1",4,1
28,0.75,0.63,"item2",4,1
28,0.75,0.63,"item3",4,1
28,0.75,0.63,"item4",2,0
28,0.75,0.63,"item5",2,0
28,0.75,0.63,"item6",2,0
28,0.75,0.63,"item7",3,0
28,0.75,0.63,"item8",3,0
28,0.75,0.63,"item9",1,0
28,0.75,0.63,"item10",3,0
28,0.75,0.63,"item11",1,0
28,0.75,0.63,"item12",2,0
28,0.75,0.63,"item13",1,0
28,0.75,0.63,"item14",1,0
28,0.75,0.63,"item15",1,0
28,0.75,0.63,"item16",1,0
28,0.75,0.63,"item17",1,0
28,0.75,0.63,"item18",1,0
30,1.09,1.41,"item1",2,0
30,1.09,1.41,"item2",3,0
30,1.09,1.41,"item3",3,0
30,1.09,1.41,"item4",1,0
30,1.09,1.41,"item5",1,0
30,1.09,1.41,"item6",1,0
30,1.09,1.41,"item7",1,0
30,1.09,1.41,"item8",1,0
30,1.09,1.41,"item9",1,0
30,1.09,1.41,"item10",1,0
30,1.09,1.41,"item11",1,0
30,1.09,1.41,"item12",1,0
30,1.09,1.41,"item13",1,0
30,1.09,1.41,"item14",1,0
30,1.09,1.41,"item15",1,0
30,1.09,1.41,"item16",1,0
30,1.09,1.41,"item17",1,0
30,1.09,1.41,"item18",1,0
31,0.65,1.99,"item1",1,0
31,0.65,1.99,"item2",4,1
31,0.65,1.99,"item3",4,1
31,0.65,1.99,"item4",1,0
31,0.65,1.99,"item5",1,0
31,0.65,1.99,"item6",1,0
31,0.65,1.99,"item7",2,0
31,0.65,1.99,"item8",2,0
31,0.65,1.99,"item9",1,0
31,0.65,1.99,"item10",1,0
31,0.65,1.99,"item11",1,0
31,0.65,1.99,"item12",1,0
31,0.65,1.99,"item13",1,0
31,0.65,1.99,"item14",1,0
31,0.65,1.99,"item15",1,0
31,0.65,1.99,"item16",1,0
31,0.65,1.99,"item17",1,0
31,0.65,1.99,"item18",1,0
34,0.82,0.54,"item1",2,0
34,0.82,0.54,"item2",3,0
34,0.82,0.54,"item3",2,0
34,0.82,0.54,"item4",3,0
34,0.82,0.54,"item5",3,0
34,0.82,0.54,"item6",3,0
34,0.82,0.54,"item7",2,0
34,0.82,0.54,"item8",1,0
34,0.82,0.54,"item9",1,0
34,0.82,0.54,"item10",1,0
34,0.82,0.54,"item11",2,0
34,0.82,0.54,"item12",1,0
34,0.82,0.54,"item13",3,0
34,0.82,0.54,"item14",1,0
34,0.82,0.54,"item15",1,0
34,0.82,0.54,"item16",2,0
34,0.82,0.54,"item17",1,0
34,0.82,0.54,"item18",2,0
35,0.65,1.17,"item1",1,0
35,0.65,1.17,"item2",1,0
35,0.65,1.17,"item3",1,0
35,0.65,1.17,"item4",3,0
35,0.65,1.17,"item5",4,1
35,0.65,1.17,"item6",4,1
35,0.65,1.17,"item7",4,1
35,0.65,1.17,"item8",4,1
35,0.65,1.17,"item9",4,1
35,0.65,1.17,"item10",1,0
35,0.65,1.17,"item11",4,1
35,0.65,1.17,"item12",1,0
35,0.65,1.17,"item13",4,1
35,0.65,1.17,"item14",4,1
35,0.65,1.17,"item15",4,1
35,0.65,1.17,"item16",4,1
35,0.65,1.17,"item17",3,0
35,0.65,1.17,"item18",3,0
36,1.22,1.01,"item1",2,0
36,1.22,1.01,"item2",2,0
36,1.22,1.01,"item3",2,0
36,1.22,1.01,"item4",1,0
36,1.22,1.01,"item5",1,0
36,1.22,1.01,"item6",1,0
36,1.22,1.01,"item7",1,0
36,1.22,1.01,"item8",1,0
36,1.22,1.01,"item9",1,0
36,1.22,1.01,"item10",1,0
36,1.22,1.01,"item11",1,0
36,1.22,1.01,"item12",1,0
36,1.22,1.01,"item13",1,0
36,1.22,1.01,"item14",1,0
36,1.22,1.01,"item15",1,0
36,1.22,1.01,"item16",1,0
36,1.22,1.01,"item17",1,0
36,1.22,1.01,"item18",1,0
37,0.78,1.12,"item1",2,0
37,0.78,1.12,"item2",2,0
37,0.78,1.12,"item3",2,0
37,0.78,1.12,"item4",2,0
37,0.78,1.12,"item5",2,0
37,0.78,1.12,"item6",2,0
37,0.78,1.12,"item7",2,0
37,0.78,1.12,"item8",2,0
37,0.78,1.12,"item9",2,0
37,0.78,1.12,"item10",2,0
37,0.78,1.12,"item11",2,0
37,0.78,1.12,"item12",2,0
37,0.78,1.12,"item13",2,0
37,0.78,1.12,"item14",2,0
37,0.78,1.12,"item15",1,0
37,0.78,1.12,"item16",1,0
37,0.78,1.12,"item17",1,0
37,0.78,1.12,"item18",1,0
39,0.84,1.36,"item1",1,0
39,0.84,1.36,"item2",2,0
39,0.84,1.36,"item3",2,0
39,0.84,1.36,"item4",1,0
39,0.84,1.36,"item5",1,0
39,0.84,1.36,"item6",1,0
39,0.84,1.36,"item7",2,0
39,0.84,1.36,"item8",1,0
39,0.84,1.36,"item9",1,0
39,0.84,1.36,"item10",1,0
39,0.84,1.36,"item11",2,0
39,0.84,1.36,"item12",1,0
39,0.84,1.36,"item13",1,0
39,0.84,1.36,"item14",1,0
39,0.84,1.36,"item15",2,0
39,0.84,1.36,"item16",1,0
39,0.84,1.36,"item17",1,0
39,0.84,1.36,"item18",1,0
41,0.87,4.3,"item1",1,0
41,0.87,4.3,"item2",1,0
41,0.87,4.3,"item3",1,0
41,0.87,4.3,"item4",2,0
41,0.87,4.3,"item5",2,0
41,0.87,4.3,"item6",2,0
41,0.87,4.3,"item7",1,0
41,0.87,4.3,"item8",1,0
41,0.87,4.3,"item9",2,0
41,0.87,4.3,"item10",1,0
41,0.87,4.3,"item11",1,0
41,0.87,4.3,"item12",1,0
41,0.87,4.3,"item13",1,0
41,0.87,4.3,"item14",2,0
41,0.87,4.3,"item15",1,0
41,0.87,4.3,"item16",2,0
41,0.87,4.3,"item17",1,0
41,0.87,4.3,"item18",1,0
43,1.14,1.53,"item1",2,0
43,1.14,1.53,"item2",2,0
43,1.14,1.53,"item3",2,0
43,1.14,1.53,"item4",1,0
43,1.14,1.53,"item5",1,0
43,1.14,1.53,"item6",1,0
43,1.14,1.53,"item7",2,0
43,1.14,1.53,"item8",2,0
43,1.14,1.53,"item9",1,0
43,1.14,1.53,"item10",2,0
43,1.14,1.53,"item11",2,0
43,1.14,1.53,"item12",1,0
43,1.14,1.53,"item13",1,0
43,1.14,1.53,"item14",1,0
43,1.14,1.53,"item15",1,0
43,1.14,1.53,"item16",1,0
43,1.14,1.53,"item17",1,0
43,1.14,1.53,"item18",1,0
45,0.97,0.39,"item1",2,0
45,0.97,0.39,"item2",2,0
45,0.97,0.39,"item3",2,0
45,0.97,0.39,"item4",2,0
45,0.97,0.39,"item5",2,0
45,0.97,0.39,"item6",1,0
45,0.97,0.39,"item7",1,0
45,0.97,0.39,"item8",1,0
45,0.97,0.39,"item9",1,0
45,0.97,0.39,"item10",1,0
45,0.97,0.39,"item11",1,0
45,0.97,0.39,"item12",1,0
45,0.97,0.39,"item13",1,0
45,0.97,0.39,"item14",1,0
45,0.97,0.39,"item15",1,0
45,0.97,0.39,"item16",1,0
45,0.97,0.39,"item17",1,0
45,0.97,0.39,"item18",1,0
46,0.54,0.36,"item1",2,0
46,0.54,0.36,"item2",1,0
46,0.54,0.36,"item3",1,0
46,0.54,0.36,"item4",3,0
46,0.54,0.36,"item5",2,0
46,0.54,0.36,"item6",1,0
46,0.54,0.36,"item7",2,0
46,0.54,0.36,"item8",2,0
46,0.54,0.36,"item9",4,1
46,0.54,0.36,"item10",2,0
46,0.54,0.36,"item11",3,0
46,0.54,0.36,"item12",2,0
46,0.54,0.36,"item13",3,0
46,0.54,0.36,"item14",3,0
46,0.54,0.36,"item15",2,0
46,0.54,0.36,"item16",3,0
46,0.54,0.36,"item17",2,0
46,0.54,0.36,"item18",2,0
51,0.6,1.07,"item1",3,0
51,0.6,1.07,"item2",2,0
51,0.6,1.07,"item3",3,0
51,0.6,1.07,"item4",1,0
51,0.6,1.07,"item5",1,0
51,0.6,1.07,"item6",1,0
51,0.6,1.07,"item7",1,0
51,0.6,1.07,"item8",1,0
51,0.6,1.07,"item9",1,0
51,0.6,1.07,"item10",1,0
51,0.6,1.07,"item11",1,0
51,0.6,1.07,"item12",1,0
51,0.6,1.07,"item13",1,0
51,0.6,1.07,"item14",1,0
51,0.6,1.07,"item15",1,0
51,0.6,1.07,"item16",1,0
51,0.6,1.07,"item17",1,0
51,0.6,1.07,"item18",1,0
52,1.01,3.44,"item1",2,0
52,1.01,3.44,"item2",2,0
52,1.01,3.44,"item3",2,0
52,1.01,3.44,"item4",2,0
52,1.01,3.44,"item5",2,0
52,1.01,3.44,"item6",2,0
52,1.01,3.44,"item7",3,0
52,1.01,3.44,"item8",3,0
52,1.01,3.44,"item9",2,0
52,1.01,3.44,"item10",2,0
52,1.01,3.44,"item11",2,0
52,1.01,3.44,"item12",2,0
52,1.01,3.44,"item13",2,0
52,1.01,3.44,"item14",2,0
52,1.01,3.44,"item15",3,0
52,1.01,3.44,"item16",2,0
52,1.01,3.44,"item17",1,0
52,1.01,3.44,"item18",2,0
53,0.93,0.95,"item1",1,0
53,0.93,0.95,"item2",1,0
53,0.93,0.95,"item3",1,0
53,0.93,0.95,"item4",1,0
53,0.93,0.95,"item5",1,0
53,0.93,0.95,"item6",1,0
53,0.93,0.95,"item7",2,0
53,0.93,0.95,"item8",1,0
53,0.93,0.95,"item9",2,0
53,0.93,0.95,"item10",2,0
53,0.93,0.95,"item11",2,0
53,0.93,0.95,"item12",1,0
53,0.93,0.95,"item13",3,0
53,0.93,0.95,"item14",3,0
53,0.93,0.95,"item15",1,0
53,0.93,0.95,"item16",2,0
53,0.93,0.95,"item17",1,0
53,0.93,0.95,"item18",1,0
59,0.89,1.14,"item1",3,0
59,0.89,1.14,"item2",2,0
59,0.89,1.14,"item3",1,0
59,0.89,1.14,"item4",2,0
59,0.89,1.14,"item5",1,0
59,0.89,1.14,"item6",2,0
59,0.89,1.14,"item7",2,0
59,0.89,1.14,"item8",1,0
59,0.89,1.14,"item9",1,0
59,0.89,1.14,"item10",2,0
59,0.89,1.14,"item11",1,0
59,0.89,1.14,"item12",1,0
59,0.89,1.14,"item13",2,0
59,0.89,1.14,"item14",1,0
59,0.89,1.14,"item15",1,0
59,0.89,1.14,"item16",1,0
59,0.89,1.14,"item17",1,0
59,0.89,1.14,"item18",1,0
60,1.12,0.7,"item1",1,0
60,1.12,0.7,"item2",1,0
60,1.12,0.7,"item3",1,0
60,1.12,0.7,"item4",2,0
60,1.12,0.7,"item5",2,0
60,1.12,0.7,"item6",2,0
60,1.12,0.7,"item7",2,0
60,1.12,0.7,"item8",1,0
60,1.12,0.7,"item9",3,0
60,1.12,0.7,"item10",2,0
60,1.12,0.7,"item11",2,0
60,1.12,0.7,"item12",1,0
60,1.12,0.7,"item13",4,1
60,1.12,0.7,"item14",3,0
60,1.12,0.7,"item15",1,0
60,1.12,0.7,"item16",2,0
60,1.12,0.7,"item17",1,0
60,1.12,0.7,"item18",1,0
61,1.33,2.63,"item1",3,0
61,1.33,2.63,"item2",3,0
61,1.33,2.63,"item3",2,0
61,1.33,2.63,"item4",2,0
61,1.33,2.63,"item5",2,0
61,1.33,2.63,"item6",2,0
61,1.33,2.63,"item7",2,0
61,1.33,2.63,"item8",1,0
61,1.33,2.63,"item9",1,0
61,1.33,2.63,"item10",1,0
61,1.33,2.63,"item11",1,0
61,1.33,2.63,"item12",1,0
61,1.33,2.63,"item13",1,0
61,1.33,2.63,"item14",2,0
61,1.33,2.63,"item15",1,0
61,1.33,2.63,"item16",1,0
61,1.33,2.63,"item17",1,0
61,1.33,2.63,"item18",1,0
63,1.06,2.7,"item1",2,0
63,1.06,2.7,"item2",3,0
63,1.06,2.7,"item3",3,0
63,1.06,2.7,"item4",2,0
63,1.06,2.7,"item5",2,0
63,1.06,2.7,"item6",2,0
63,1.06,2.7,"item7",1,0
63,1.06,2.7,"item8",1,0
63,1.06,2.7,"item9",1,0
63,1.06,2.7,"item10",1,0
63,1.06,2.7,"item11",1,0
63,1.06,2.7,"item12",2,0
63,1.06,2.7,"item13",1,0
63,1.06,2.7,"item14",2,0
63,1.06,2.7,"item15",2,0
63,1.06,2.7,"item16",1,0
63,1.06,2.7,"item17",1,0
63,1.06,2.7,"item18",1,0
64,1.15,4.16,"item1",3,0
64,1.15,4.16,"item2",3,0
64,1.15,4.16,"item3",3,0
64,1.15,4.16,"item4",2,0
64,1.15,4.16,"item5",2,0
64,1.15,4.16,"item6",2,0
64,1.15,4.16,"item7",2,0
64,1.15,4.16,"item8",2,0
64,1.15,4.16,"item9",1,0
64,1.15,4.16,"item10",3,0
64,1.15,4.16,"item11",2,0
64,1.15,4.16,"item12",2,0
64,1.15,4.16,"item13",2,0
64,1.15,4.16,"item14",2,0
64,1.15,4.16,"item15",2,0
64,1.15,4.16,"item16",2,0
64,1.15,4.16,"item17",1,0
64,1.15,4.16,"item18",2,0
66,1.21,3.6,"item1",4,1
66,1.21,3.6,"item2",4,1
66,1.21,3.6,"item3",4,1
66,1.21,3.6,"item4",1,0
66,1.21,3.6,"item5",1,0
66,1.21,3.6,"item6",1,0
66,1.21,3.6,"item7",1,0
66,1.21,3.6,"item8",1,0
66,1.21,3.6,"item9",1,0
66,1.21,3.6,"item10",1,0
66,1.21,3.6,"item11",1,0
66,1.21,3.6,"item12",1,0
66,1.21,3.6,"item13",1,0
66,1.21,3.6,"item14",1,0
66,1.21,3.6,"item15",1,0
66,1.21,3.6,"item16",1,0
66,1.21,3.6,"item17",1,0
66,1.21,3.6,"item18",1,0
68,0.6,2.6,"item1",2,0
68,0.6,2.6,"item2",2,0
68,0.6,2.6,"item3",2,0
68,0.6,2.6,"item4",1,0
68,0.6,2.6,"item5",2,0
68,0.6,2.6,"item6",2,0
68,0.6,2.6,"item7",2,0
68,0.6,2.6,"item8",1,0
68,0.6,2.6,"item9",2,0
68,0.6,2.6,"item10",3,0
68,0.6,2.6,"item11",2,0
68,0.6,2.6,"item12",1,0
68,0.6,2.6,"item13",1,0
68,0.6,2.6,"item14",1,0
68,0.6,2.6,"item15",1,0
68,0.6,2.6,"item16",1,0
68,0.6,2.6,"item17",1,0
68,0.6,2.6,"item18",1,0
71,0.7,0.72,"item1",3,0
71,0.7,0.72,"item2",3,0
71,0.7,0.72,"item3",3,0
71,0.7,0.72,"item4",2,0
71,0.7,0.72,"item5",2,0
71,0.7,0.72,"item6",2,0
71,0.7,0.72,"item7",2,0
71,0.7,0.72,"item8",2,0
71,0.7,0.72,"item9",2,0
71,0.7,0.72,"item10",1,0
71,0.7,0.72,"item11",2,0
71,0.7,0.72,"item12",1,0
71,0.7,0.72,"item13",1,0
71,0.7,0.72,"item14",1,0
71,0.7,0.72,"item15",1,0
71,0.7,0.72,"item16",1,0
71,0.7,0.72,"item17",1,0
71,0.7,0.72,"item18",1,0
72,0.46,1.31,"item1",1,0
72,0.46,1.31,"item2",1,0
72,0.46,1.31,"item3",1,0
72,0.46,1.31,"item4",2,0
72,0.46,1.31,"item5",1,0
72,0.46,1.31,"item6",2,0
72,0.46,1.31,"item7",2,0
72,0.46,1.31,"item8",1,0
72,0.46,1.31,"item9",2,0
72,0.46,1.31,"item10",1,0
72,0.46,1.31,"item11",1,0
72,0.46,1.31,"item12",1,0
72,0.46,1.31,"item13",1,0
72,0.46,1.31,"item14",1,0
72,0.46,1.31,"item15",1,0
72,0.46,1.31,"item16",1,0
72,0.46,1.31,"item17",1,0
72,0.46,1.31,"item18",1,0
73,0.84,2.94,"item1",3,0
73,0.84,2.94,"item2",3,0
73,0.84,2.94,"item3",3,0
73,0.84,2.94,"item4",2,0
73,0.84,2.94,"item5",2,0
73,0.84,2.94,"item6",2,0
73,0.84,2.94,"item7",2,0
73,0.84,2.94,"item8",2,0
73,0.84,2.94,"item9",2,0
73,0.84,2.94,"item10",2,0
73,0.84,2.94,"item11",2,0
73,0.84,2.94,"item12",2,0
73,0.84,2.94,"item13",1,0
73,0.84,2.94,"item14",2,0
73,0.84,2.94,"item15",1,0
73,0.84,2.94,"item16",1,0
73,0.84,2.94,"item17",1,0
73,0.84,2.94,"item18",1,0
74,1.09,0.71,"item1",2,0
74,1.09,0.71,"item2",2,0
74,1.09,0.71,"item3",2,0
74,1.09,0.71,"item4",3,0
74,1.09,0.71,"item5",3,0
74,1.09,0.71,"item6",4,1
74,1.09,0.71,"item7",3,0
74,1.09,0.71,"item8",2,0
74,1.09,0.71,"item9",2,0
74,1.09,0.71,"item10",1,0
74,1.09,0.71,"item11",2,0
74,1.09,0.71,"item12",1,0
74,1.09,0.71,"item13",1,0
74,1.09,0.71,"item14",1,0
74,1.09,0.71,"item15",1,0
74,1.09,0.71,"item16",2,0
74,1.09,0.71,"item17",1,0
74,1.09,0.71,"item18",1,0
75,1.55,2.81,"item1",1,0
75,1.55,2.81,"item2",1,0
75,1.55,2.81,"item3",1,0
75,1.55,2.81,"item4",1,0
75,1.55,2.81,"item5",1,0
75,1.55,2.81,"item6",NA,NA
75,1.55,2.81,"item7",2,0
75,1.55,2.81,"item8",2,0
75,1.55,2.81,"item9",2,0
75,1.55,2.81,"item10",1,0
75,1.55,2.81,"item11",2,0
75,1.55,2.81,"item12",1,0
75,1.55,2.81,"item13",2,0
75,1.55,2.81,"item14",1,0
75,1.55,2.81,"item15",2,0
75,1.55,2.81,"item16",2,0
75,1.55,2.81,"item17",2,0
75,1.55,2.81,"item18",1,0
76,0.73,0.88,"item1",2,0
